"";"Annee";"Num_operation";"date_peche";"Code_station";"Lb_station";"Coord_X";"Coord_Y";"Cd_Rdd";"Lb_Rdd";"Methode_prospection";"Mode_prospection";"Nombre_passage";"Surface_prospectee"
"3560";2007;44404;2007-10-04;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3561";2006;44405;2006-09-28;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3562";2005;44406;2005-09-07;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3563";2004;44407;2004-09-03;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3564";2003;44408;2003-09-04;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3565";2002;44409;2002-09-04;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3566";2001;44410;2001-09-12;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;1000
"3567";2019;83115;2019-09-20 14:00:00;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3568";2021;86694;2021-08-26 09:00:00;"04355009";"PONT DU ROC'H A LANGUIDIC";-3,16169354633159;47,8060873199348;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3569";2017;44414;2017-09-04;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3570";2016;44415;2016-09-02;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3571";2015;44416;2015-09-04;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3572";2014;44417;2014-09-05;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3573";2013;44418;2013-09-03;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3574";2011;44420;2011-09-08;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3575";2010;44421;2010-09-10;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3576";2009;44422;2009-09-07;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3577";2008;44423;2008-09-09;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3578";2007;44424;2007-10-04;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3579";2006;44425;2006-09-28;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3580";2005;44426;2005-09-07;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3581";2001;44430;2001-09-12;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;1500
"3582";2023;90214;2023-09-04 09:00:00;"04355010";"SARRE A GUERN";-3,12330632906019;48,0234789897439;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3583";2017;44431;2017-07-05;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3584";2016;44432;2016-06-07;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3585";2015;44433;2015-06-25;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3586";2014;44434;2014-06-24;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3587";2013;44435;2013-06-18;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3588";2012;44436;2012-06-29;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3589";2019;83143;2019-07-08 09:45:00;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3590";2020;83917;2020-06-22 14:00:00;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3591";2021;86531;2021-06-23 09:00:00;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3592";2018;87471;2018-06-21;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;1560
"3593";2022;87573;2022-06-20 09:00:00;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3594";2023;89759;2023-06-30 09:00:00;"04355018";"PONT DU ROC'H A NOSTANG";-3,18397073739812;47,7495340969501;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3595";2008;43635;2008-06-23;"04356013";"TARUN A CAMORS";-2,96845939918615;47,8586278528786;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;650
"3596";2007;43437;2007-09-21;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3597";2006;43438;2006-09-21;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3598";2005;43439;2005-09-02;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3599";2004;43440;2004-08-31;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3600";2003;43441;2003-09-02;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3601";2002;43442;2002-09-02;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3602";2000;43444;2000-09-12;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;600
"3603";1999;43445;1999-09-06;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;600
"3604";1998;43446;1998-09-04;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;600
"3605";1997;43447;1997-09-16;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;600
"3606";2023;90331;2023-07-03 09:30:00;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;637,2
"3607";2023;90331;2023-07-03 09:30:00;"04357007";"KEROLLIN A INZINZACH-LOCHRIST";-3,23894497925621;47,8498327286922;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;637,2
"3608";2015;44118;2015-06-25;"04357015";"TOUL DOUAR A HENNEBONT";-3,30120154099743;47,7954918651047;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3609";2008;44119;2008-06-16;"04357015";"TOUL DOUAR A HENNEBONT";-3,30120154099743;47,7954918651047;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;410
"3610";2023;89761;2023-06-25 09:00:00;"04357015";"TOUL DOUAR A HENNEBONT";-3,30120154099743;47,7954918651047;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3611";2013;43706;2013-06-18;"04360015";"BISCONTE À PLOUHINEC";-3,22059585359117;47,6965964708599;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3612";2017;44489;2017-09-18;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3613";2016;44490;2016-09-19;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3614";2015;44491;2015-09-25;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3615";2014;44492;2014-09-29;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3616";2013;44493;2013-09-16;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3617";2012;44494;2012-09-28;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3618";2011;44495;2011-09-30;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3619";2010;44496;2010-09-27;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3620";2009;44497;2009-09-21;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3621";2008;44498;2008-09-19;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3622";2007;44499;2007-10-05;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3623";2006;44500;2006-09-26;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3624";2005;44501;2005-09-27;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3625";2004;44502;2004-09-28;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3626";2003;44503;2003-09-19;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3627";2002;44504;2002-09-24;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3628";2001;44505;2001-09-18;"04360021";"KERGRAEZ A LANDEVANT";-3,07969231617127;47,7837381452707;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3629";2017;43715;2017-09-18;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3630";2016;43716;2016-09-19;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3631";2014;43717;2014-09-29;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3632";2015;43718;2015-09-29;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3633";2013;43719;2013-09-16;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3634";2012;43720;2012-09-28;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3635";2011;43721;2011-09-30;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3636";2010;43722;2010-09-27;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3637";2009;43723;2009-09-21;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3638";2008;43724;2008-09-19;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3639";2007;43725;2007-10-05;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3640";2006;43726;2006-09-26;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3641";2005;43727;2005-09-27;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3642";2004;43728;2004-09-28;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3643";2003;43729;2003-09-19;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3644";2002;43730;2002-09-24;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3645";2001;43731;2001-09-18;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3646";2012;44390;2012-06-18;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3647";2019;83111;2019-09-20 14:00:00;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3648";2018;84972;2018-09-25 09:00:00;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3649";2021;86448;2021-08-26 09:00:00;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3650";2022;87978;2022-09-15 09:00:00;"04360023";"PONT DU ROC'H A BRANDERION";-3,17607575771198;47,787643620183;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3651";2017;43825;2017-09-18;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3652";2016;43826;2016-09-19;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3653";2014;43828;2014-09-29;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;0
"3654";2013;43829;2013-09-16;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3655";2009;43833;2009-09-21;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3656";2008;43834;2008-09-19;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3657";2007;43835;2007-10-05;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3658";2006;43836;2006-09-26;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3659";2004;43838;2004-09-28;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3660";2003;43839;2003-09-19;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3661";2002;43840;2002-09-24;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3662";2001;43841;2001-09-18;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3663";2019;83110;2019-09-03 12:00:00;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3664";2020;84463;2020-09-01 11:00:00;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3665";2018;84957;2018-09-06 09:00:00;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3666";2021;86450;2021-08-31 09:30:00;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3667";2022;87965;2022-09-13 09:00:00;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3668";2023;90003;2023-09-04 11:00:00;"04360024";"SARRE A MELRAND";-3,10003534270434;47,9666465867391;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3669";2012;43477;2012-06-29;"04360027";"MOULIN SAINT GEORGES A NOSTANG";-3,19886972293501;47,7456298473575;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3670";2016;44285;2016-06-23;"04360028";"MOULIN SAINT GEORGES A NOSTANG";-3,20223486234275;47,7740075318322;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3671";2012;44286;2012-06-18;"04360028";"MOULIN SAINT GEORGES A NOSTANG";-3,20223486234275;47,7740075318322;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3672";2019;83142;2019-07-08 14:00:00;"04360028";"MOULIN SAINT GEORGES A NOSTANG";-3,20223486234275;47,7740075318322;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3673";2022;87579;2022-06-20 10:50:00;"04360028";"MOULIN SAINT GEORGES A NOSTANG";-3,20223486234275;47,7740075318322;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3674";2012;44385;2012-06-21;"04360035";"RAU DE KERONIC A PLUVIGNER";-3,06070460691158;47,7984999397904;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3675";2014;89589;2014-09-26 10:50:00;"04360035";"RAU DE KERONIC A PLUVIGNER";-3,06070460691158;47,7984999397904;NA;NA;"Vigitruite";"A pied";1;207,69
"3676";2012;43820;2012-07-02;"04360036";"KERLINO A LOCOAL-MENDON";-3,10119214454519;47,7186334338819;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3677";2019;83121;2019-07-05 16:00:00;"04360036";"KERLINO A LOCOAL-MENDON";-3,10119214454519;47,7186334338819;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3678";2023;90051;2023-06-01 10:00:00;"04362004";"SAL A GRAND-CHAMP";-2,85556971206179;47,713542641058;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;304
"3679";2023;90051;2023-06-01 10:00:00;"04362004";"SAL A GRAND-CHAMP";-2,85556971206179;47,713542641058;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;304
"3680";2012;43970;2012-06-25;"04362019";"LOC'H A GRAND-CHAMP";-2,8127563181034;47,7755254885769;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3681";2017;6956;2017-04-19 10:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"3682";2018;38714;2018-07-03 09:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"3683";2017;44585;2017-05-05;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3684";2016;44586;2016-06-14;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3685";2015;44587;2015-06-26;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3686";2014;44588;2014-06-06;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3687";2013;44590;2013-06-20;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3688";2012;44591;2012-06-26;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3689";2019;83127;2019-06-20 09:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3690";2020;83525;2020-07-07 14:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"3691";2020;83893;2020-06-19 09:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3692";2021;86502;2021-06-21 09:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3693";2018;87451;2018-06-20 09:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;2800
"3694";2022;87571;2022-06-23 09:45:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3695";2022;87630;2022-07-05 09:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"3696";2023;89765;2023-06-21 09:00:00;"04362020";"SAL A PLOUGOUMELEN";-2,91797846256964;47,6688947916212;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3697";2016;43448;2016-06-27;"04362021";"SAL A PLESCOP";-2,87085567385038;47,7108798347355;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3698";2012;43449;2012-06-26;"04362021";"SAL A PLESCOP";-2,87085567385038;47,7108798347355;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3699";2019;83128;2019-06-20 10:00:00;"04362021";"SAL A PLESCOP";-2,87085567385038;47,7108798347355;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3700";2017;44105;2017-06-19;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3701";2016;44106;2016-06-27;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3702";2015;44107;2015-06-23;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3703";2014;44108;2014-06-16;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;0
"3704";2013;44109;2013-06-20;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3705";2012;44110;2012-06-26;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3706";2019;83136;2019-07-03 11:00:00;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3707";2023;89771;2023-06-19 09:00:00;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3708";2022;89777;2022-06-25 10:55:00;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3709";2018;89778;2018-06-25 09:00:00;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;760
"3710";2020;89779;2020-06-18 09:00:00;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;880
"3711";2021;89780;2021-06-25 09:00:00;"04363001";"LE VINCIN A ARRADON";-2,80868663092713;47,653799714372;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3712";2012;43608;2012-06-26;"04363002";"VINCIN A PLOEREN";-2,81642371108108;47,6782879854863;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3713";2023;89717;2023-04-25 08:15:00;"04364001";"RAU DE BILAIR A SAINT-AVE";-2,74587094361333;47,6725864477356;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;201,5
"3714";2009;43996;2009-06-22;"04365003";"RAU DU DRAYAC A LAUZACH";-2,54402496118836;47,6199879614577;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;310
"3715";2009;43677;2009-06-18;"04366004";"TOHON A NOYAL-MUZILLAC";-2,48017282140924;47,6033869159637;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;330
"3716";2022;88215;2022-05-18 13:10:00;"04370004";"OLIVET A BRECE";-1,46710987666661;48,0991735794502;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;42
"3717";2009;43218;2009-06-16;"04370009";"VALIÈRE A VITRE";-1,17054366552892;48,0772381480516;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;505
